Postcode,In Use?,Latitude,Population,Longitude,Postcode district,Postcode area,Average Income,LSOA code,County
OX16 3WP,Yes,52.068457,129,-1.319637,OX16,OX,51600,E01028439,Oxfordshire
OX16 5DD,Yes,52.057425,37,-1.335264,OX16,OX,60100,E01028427,Oxfordshire
OX16 5FA,Yes,52.055767,,-1.326479,OX16,OX,60100,E01028426,Oxfordshire
OX16 9AD,Yes,52.057428,,-1.34069,OX16,OX,50600,E01028431,Oxfordshire
OX16 9AG,Yes,52.04772,9,-1.333031,OX16,OX,50600,E01028433,Oxfordshire
OX16 9AP,Yes,52.049881,104,-1.338307,OX16,OX,50600,E01028432,Oxfordshire
OX16 9BB,Yes,52.049634,1,-1.33433,OX16,OX,60100,E01028429,Oxfordshire
OX16 9TE,Yes,52.045447,93,-1.325439,OX16,OX,60100,E01028428,Oxfordshire
OX17 1AA,Yes,52.102918,1,-1.297957,OX17,OX,60600,E01028480,Oxfordshire
OX17 1AP,Yes,52.12573,2,-1.342166,OX17,OX,60600,E01028479,Oxfordshire
OX18 1AA,Yes,51.766994,,-1.585886,OX18,OX,65700,E01032951,Oxfordshire
OX18 1AE,Yes,51.765498,29,-1.597014,OX18,OX,65700,E01032953,Oxfordshire
OX18 1AG,Yes,51.76964,93,-1.588398,OX18,OX,65700,E01032950,Oxfordshire
OX18 1AP,Yes,51.768704,58,-1.58803,OX18,OX,65700,E01032949,Oxfordshire
OX18 1AU,Yes,51.771267,34,-1.598557,OX18,OX,65700,E01028772,Oxfordshire
OX18 1NB,Yes,51.77121,,-1.580515,OX18,OX,57400,E01028766,Oxfordshire
OX18 1XZ,Yes,51.757626,,-1.593071,OX18,OX,53400,E01028774,Oxfordshire
OX18 2AA,Yes,51.723876,82,-1.537752,OX18,OX,53800,E01028764,Oxfordshire
OX18 2AP,Yes,51.738933,6,-1.550922,OX18,OX,53800,E01028765,Oxfordshire
OX18 2AR,Yes,51.749188,2,-1.554471,OX18,OX,55600,E01028784,Oxfordshire
OX18 2BF,Yes,51.728198,,-1.50723,OX18,OX,53800,E01028801,Oxfordshire
OX18 3AG,Yes,51.759972,26,-1.595281,OX18,OX,53400,E01028771,Oxfordshire
OX18 3DB,Yes,51.754533,17,-1.592867,OX18,OX,53400,E01028773,Oxfordshire
OX18 3EP,Yes,51.7574,13,-1.597825,OX18,OX,53400,E01028775,Oxfordshire
OX18 4AR,Yes,51.804115,9,-1.638511,OX18,OX,57400,E01028767,Oxfordshire
OX18 4DA,Yes,51.828481,4,-1.610543,OX18,OX,52900,E01028763,Oxfordshire
OX18 4FH,Yes,51.830801,,-1.582254,OX18,OX,55600,E01028793,Oxfordshire
OX2 0BJ,Yes,51.750728,12,-1.27508,OX2,OX,71600,E01028548,Oxfordshire
OX2 0FB,Yes,51.753483,,-1.294868,OX2,OX,65800,E01028742,Oxfordshire
OX2 6AB,Yes,51.768027,,-1.272035,OX2,OX,86400,E01028584,Oxfordshire
OX2 6EF,Yes,51.762234,53,-1.268679,OX2,OX,86400,E01028565,Oxfordshire
OX2 6GQ,Yes,51.768259,,-1.257956,OX2,OX,86400,E01028585,Oxfordshire
OX2 6ST,Yes,51.76965,9,-1.254212,OX2,OX,86400,E01028583,Oxfordshire
OX2 7AH,Yes,51.775289,42,-1.274469,OX2,OX,75800,E01028592,Oxfordshire
OX2 7BG,Yes,51.777156,73,-1.266699,OX2,OX,75800,E01028591,Oxfordshire
OX2 7FZ,Yes,51.786863,9,-1.270485,OX2,OX,69600,E01028594,Oxfordshire
OX2 7HJ,Yes,51.780267,49,-1.271128,OX2,OX,75800,E01032554,Oxfordshire
OX2 7HZ,Yes,51.787764,139,-1.263627,OX2,OX,75800,E01032555,Oxfordshire
OX2 7NS,Yes,51.78251,66,-1.273281,OX2,OX,69600,E01028596,Oxfordshire
OX2 7WP,Yes,51.771554,,-1.240336,OX2,OX,74000,E01028561,Oxfordshire
OX2 8AX,Yes,51.782498,64,-1.280036,OX2,OX,69600,E01028595,Oxfordshire
OX2 8EL,Yes,51.792771,32,-1.270622,OX2,OX,69600,E01028597,Oxfordshire
OX2 8ER,Yes,51.786146,5,-1.2514,OX2,OX,62600,E01028638,Oxfordshire
OX2 8EZ,Yes,51.795196,,-1.273193,OX2,OX,60800,E01028511,Oxfordshire
OX2 9AB,Yes,51.749831,68,-1.299717,OX2,OX,65800,E01028740,Oxfordshire
OX2 9BH,Yes,51.747962,7,-1.316131,OX2,OX,74500,E01028708,Oxfordshire
OX2 9BJ,Yes,51.750133,23,-1.312173,OX2,OX,74500,E01028709,Oxfordshire
OX2 9GG,Yes,51.735725,,-1.318384,OX2,OX,74500,E01028710,Oxfordshire
OX20 1AA,Yes,51.856191,51,-1.361406,OX20,OX,61400,E01028824,Oxfordshire
OX20 1AE,Yes,51.880383,20,-1.356034,OX20,OX,61400,E01032954,Oxfordshire
OX20 1AQ,Yes,51.82863,14,-1.350942,OX20,OX,61400,E01028825,Oxfordshire
OX20 1FF,Yes,51.847043,,-1.352317,OX20,OX,61400,E01028823,Oxfordshire
OX20 1PW,Yes,51.845055,,-1.324939,OX20,OX,67000,E01028498,Oxfordshire
OX20 1QE,Yes,51.832448,6,-1.326634,OX20,OX,60800,E01028510,Oxfordshire
OX20 1WS,Yes,51.823003,,-1.287429,OX20,OX,57400,E01028491,Oxfordshire
OX25 1AH,Yes,51.877993,,-1.093918,OX25,OX,67400,E01028499,Oxfordshire
OX25 1TL,Yes,51.87792,4,-1.116233,OX25,OX,67400,E01028425,Oxfordshire
OX25 1WD,Yes,51.901771,,-1.14152,OX25,OX,62200,E01028456,Oxfordshire
OX25 2AE,Yes,51.853143,,-1.167186,OX25,OX,67000,E01028501,Oxfordshire
OX25 2BX,Yes,51.886356,,-1.16603,OX25,OX,67000,E01028424,Oxfordshire
OX25 3AA,Yes,51.878616,,-1.237823,OX25,OX,67000,E01028497,Oxfordshire
OX25 3QW,Yes,51.846471,4,-1.210493,OX25,OX,67000,E01028502,Oxfordshire
OX25 4AA,Yes,51.905722,3,-1.203412,OX25,OX,67400,E01028477,Oxfordshire
OX25 4AP,Yes,51.917764,4,-1.250523,OX25,OX,61400,E01028505,Oxfordshire
OX25 4AU,Yes,51.933647,,-1.317779,OX25,OX,61400,E01028507,Oxfordshire
OX25 5BJ,Yes,51.929166,,-1.260702,OX25,OX,61400,E01028506,Oxfordshire
OX26 1AA,Yes,51.896658,,-1.166963,OX26,OX,65700,E01028468,Oxfordshire
OX26 2AA,Yes,51.897647,27,-1.158249,OX26,OX,59600,E01028466,Oxfordshire
OX26 2AB,Yes,51.901394,13,-1.15644,OX26,OX,59600,E01028470,Oxfordshire
OX26 2BN,Yes,51.898772,51,-1.170907,OX26,OX,59600,E01028472,Oxfordshire
OX26 2BT,Yes,51.901106,12,-1.169018,OX26,OX,59600,E01028471,Oxfordshire
OX26 2BX,Yes,51.904695,29,-1.171801,OX26,OX,59600,E01028469,Oxfordshire
OX26 2GA,Yes,51.900784,88,-1.178224,OX26,OX,59600,E01028473,Oxfordshire
OX26 3AA,Yes,51.910803,42,-1.165888,OX26,OX,75300,E01028460,Oxfordshire
OX26 3AH,Yes,51.907521,39,-1.150729,OX26,OX,75300,E01028462,Oxfordshire
OX26 3EN,Yes,51.910608,22,-1.157474,OX26,OX,75300,E01028461,Oxfordshire
OX26 3UT,Yes,51.914318,33,-1.145929,OX26,OX,75300,E01028459,Oxfordshire
OX26 4AA,Yes,51.904117,,-1.132769,OX26,OX,62200,E01028455,Oxfordshire
OX26 4AE,Yes,51.912564,,-1.14208,OX26,OX,62200,E01028458,Oxfordshire
OX26 4EL,Yes,51.908201,43,-1.149088,OX26,OX,62200,E01028457,Oxfordshire
OX26 6ED,Yes,51.902265,12,-1.153822,OX26,OX,62200,E01028467,Oxfordshire
OX26 6EL,Yes,51.89444,124,-1.144683,OX26,OX,65700,E01028463,Oxfordshire
OX26 6FY,Yes,51.889633,,-1.147864,OX26,OX,65700,E01028464,Oxfordshire
OX26 6SS,Yes,51.891705,8,-1.137062,OX26,OX,65700,E01028465,Oxfordshire
OX27 0AB,Yes,51.902151,,-1.055068,OX27,OX,56100,E01017693,Buckinghamshire
OX27 8FA,Yes,51.92104,152,-1.144047,OX27,OX,67400,E01028478,Oxfordshire
OX28 1AA,Yes,51.790653,18,-1.463519,OX28,OX,55300,E01032948,Oxfordshire
OX28 1AB,Yes,51.790753,21,-1.463909,OX28,OX,55300,E01032947,Oxfordshire
OX28 1BY,Yes,51.789766,19,-1.482363,OX28,OX,55300,E01028814,Oxfordshire
OX28 1DB,Yes,51.791191,37,-1.479301,OX28,OX,55300,E01032952,Oxfordshire
OX28 1DQ,Yes,51.79312,6,-1.478264,OX28,OX,55300,E01028815,Oxfordshire
OX28 1HE,Yes,51.793973,88,-1.484185,OX28,OX,55300,E01028813,Oxfordshire
OX28 1HZ,Yes,51.799031,11,-1.483243,OX28,OX,55600,E01028792,Oxfordshire
OX28 1WP,Yes,51.776948,,-1.485118,OX28,OX,50200,E01028818,Oxfordshire
OX28 2GX,Yes,51.787618,61,-1.470499,OX28,OX,55300,E01028811,Oxfordshire
OX28 3GA,Yes,51.779782,133,-1.469243,OX28,OX,55300,E01028810,Oxfordshire
OX28 4AP,Yes,51.781214,33,-1.48891,OX28,OX,50200,E01028819,Oxfordshire
OX28 4DB,Yes,51.787701,16,-1.482923,OX28,OX,50200,E01028807,Oxfordshire
OX28 4EU,Yes,51.782457,91,-1.494971,OX28,OX,50200,E01028816,Oxfordshire
OX28 5AA,Yes,51.788145,24,-1.502461,OX28,OX,59200,E01028809,Oxfordshire
OX28 5AG,Yes,51.788721,68,-1.502759,OX28,OX,50200,E01028808,Oxfordshire
OX28 5BS,Yes,51.788326,104,-1.507026,OX28,OX,59200,E01028821,Oxfordshire
OX28 5BX,Yes,51.77984,58,-1.509553,OX28,OX,59200,E01028822,Oxfordshire
OX28 5DF,Yes,51.778354,6,-1.502568,OX28,OX,50200,E01028817,Oxfordshire
OX28 5DJ,Yes,51.779786,,-1.512626,OX28,OX,59200,E01028820,Oxfordshire
OX29 0AB,Yes,51.787369,13,-1.551036,OX29,OX,55600,E01028794,Oxfordshire
OX29 4AA,Yes,51.769699,1,-1.394147,OX29,OX,53300,E01028787,Oxfordshire
OX29 4AB,Yes,51.781075,18,-1.375629,OX29,OX,53300,E01028785,Oxfordshire
OX29 4AD,Yes,51.780942,,-1.367542,OX29,OX,60500,E01028788,Oxfordshire
OX29 4AP,Yes,51.782183,,-1.381035,OX29,OX,53300,E01028786,Oxfordshire
OX29 4EH,Yes,51.807874,2,-1.367105,OX29,OX,60500,E01028790,Oxfordshire
OX29 4JQ,Yes,51.7622,5,-1.370151,OX29,OX,53300,E01028800,Oxfordshire
OX29 6AB,Yes,51.813606,,-1.430695,OX29,OX,54700,E01028799,Oxfordshire
OX29 8AG,Yes,51.811584,45,-1.396748,OX29,OX,60500,E01028791,Oxfordshire
OX29 8BA,Yes,51.824666,30,-1.393207,OX29,OX,60500,E01028789,Oxfordshire
OX29 8BZ,Yes,51.852731,12,-1.433671,OX29,OX,61400,E01028804,Oxfordshire
OX29 8DR,Yes,51.852096,2,-1.451406,OX29,OX,54700,E01028779,Oxfordshire
OX3 0AA,Yes,51.76441,33,-1.225289,OX3,OX,74400,E01028540,Oxfordshire
OX3 0AE,Yes,51.768334,19,-1.22712,OX3,OX,74400,E01028539,Oxfordshire
OX3 0BD,Yes,51.753788,605,-1.230251,OX3,OX,49800,E01028526,Oxfordshire
OX3 0BH,Yes,51.722612,,-1.213408,OX3,OX,56600,E01028555,Oxfordshire
OX3 0DG,Yes,51.760356,44,-1.232212,OX3,OX,74000,E01028563,Oxfordshire
OX3 0EZ,Yes,51.76237,44,-1.240553,OX3,OX,74000,E01028562,Oxfordshire
OX3 0FB,Yes,51.766379,8,-1.240369,OX3,OX,74000,E01028560,Oxfordshire
OX3 0FR,Yes,51.770563,,-1.208585,OX3,OX,54300,E01028516,Oxfordshire
OX3 7AA,Yes,51.758986,2,-1.214008,OX3,OX,74400,E01028537,Oxfordshire
OX3 7AB,Yes,51.75758,71,-1.213525,OX3,OX,74400,E01028535,Oxfordshire
OX3 7AD,Yes,51.754914,74,-1.212804,OX3,OX,74400,E01028536,Oxfordshire
OX3 7BN,Yes,51.751922,,-1.215898,OX3,OX,49800,E01028523,Oxfordshire
OX3 7DX,Yes,51.751679,36,-1.205095,OX3,OX,49800,E01028525,Oxfordshire
OX3 7EE,Yes,51.744181,104,-1.203967,OX3,OX,65600,E01028559,Oxfordshire
OX3 7FD,Yes,51.743593,126,-1.196779,OX3,OX,65600,E01028556,Oxfordshire
OX3 7QJ,Yes,51.75235,5,-1.224057,OX3,OX,61400,E01028581,Oxfordshire
OX3 7RG,Yes,51.759181,47,-1.217612,OX3,OX,74400,E01028534,Oxfordshire
OX3 8AA,Yes,51.760048,53,-1.204833,OX3,OX,73900,E01028573,Oxfordshire
OX3 8AP,Yes,51.762177,42,-1.197941,OX3,OX,73900,E01028574,Oxfordshire
OX3 8AT,Yes,51.765228,54,-1.187874,OX3,OX,73900,E01028515,Oxfordshire
OX3 8BG,Yes,51.767355,65,-1.189966,OX3,OX,54300,E01028514,Oxfordshire
OX3 8DJ,Yes,51.762444,33,-1.194063,OX3,OX,73900,E01028572,Oxfordshire
OX3 8EH,Yes,51.758237,31,-1.192404,OX3,OX,73900,E01028571,Oxfordshire
OX3 8FG,Yes,51.752305,11,-1.198058,OX3,OX,49800,E01028524,Oxfordshire
OX3 8GH,Yes,51.753457,,-1.186921,OX3,OX,62600,E01028639,Oxfordshire
OX3 9BG,Yes,51.769609,73,-1.201317,OX3,OX,54300,E01028513,Oxfordshire
OX3 9DB,Yes,51.767476,54,-1.219846,OX3,OX,54300,E01028538,Oxfordshire
OX33 1DP,Yes,51.748681,37,-1.138182,OX33,OX,58100,E01028684,Oxfordshire
OX33 1ER,Yes,51.740282,,-1.109602,OX33,OX,58100,E01028646,Oxfordshire
OX33 1FW,Yes,51.737299,24,-1.167101,OX33,OX,62600,E01028683,Oxfordshire
OX33 1HU,Yes,51.749176,16,-1.139461,OX33,OX,58100,E01028681,Oxfordshire
OX33 1JE,Yes,51.742363,,-1.120328,OX33,OX,58100,E01028682,Oxfordshire
OX39 4AA,Yes,51.716909,25,-0.928174,OX39,OX,59900,E01028615,Oxfordshire
OX39 4AW,Yes,51.699268,56,-0.907198,OX39,OX,59900,E01028614,Oxfordshire
OX39 4BF,Yes,51.706376,,-0.91508,OX39,OX,59900,E01028616,Oxfordshire
OX39 4ET,Yes,51.701122,11,-0.909367,OX39,OX,59900,E01028613,Oxfordshire
OX39 4NS,Yes,51.748141,,-0.978765,OX39,OX,56500,E01028666,Oxfordshire
OX4 1AA,Yes,51.750537,48,-1.243286,OX4,OX,61400,E01028582,Oxfordshire
OX4 1AF,Yes,51.751497,22,-1.238707,OX4,OX,61400,E01028580,Oxfordshire
OX4 1BP,Yes,51.745933,,-1.236294,OX4,OX,61400,E01028587,Oxfordshire
OX4 1BT,Yes,51.749062,7,-1.229347,OX4,OX,61400,E01028579,Oxfordshire
OX4 1DX,Yes,51.749766,,-1.245081,OX4,OX,61400,E01028588,Oxfordshire
OX4 1EH,Yes,51.746556,25,-1.240789,OX4,OX,61400,E01028586,Oxfordshire
OX4 1PF,Yes,51.747236,,-1.221107,OX4,OX,65600,E01028532,Oxfordshire
OX4 1SA,Yes,51.742449,22,-1.24106,OX4,OX,67800,E01028545,Oxfordshire
OX4 1TQ,Yes,51.738229,91,-1.23919,OX4,OX,67800,E01028546,Oxfordshire
OX4 2BH,Yes,51.73035,,-1.206266,OX4,OX,63500,E01028529,Oxfordshire
OX4 2BU,Yes,51.734142,42,-1.212571,OX4,OX,63500,E01028528,Oxfordshire
OX4 2BW,Yes,51.73443,,-1.178362,OX4,OX,65600,E01028557,Oxfordshire
OX4 2DE,Yes,51.738445,,-1.208552,OX4,OX,65600,E01028531,Oxfordshire
OX4 2DP,Yes,51.739344,66,-1.221904,OX4,OX,65600,E01028533,Oxfordshire
OX4 2FL,Yes,51.733674,,-1.205001,OX4,OX,65600,E01028558,Oxfordshire
OX4 3AA,Yes,51.741052,94,-1.234316,OX4,OX,67800,E01028547,Oxfordshire
OX4 3BW,Yes,51.729727,21,-1.219178,OX4,OX,63500,E01028530,Oxfordshire
OX4 3JR,Yes,51.732612,107,-1.227165,OX4,OX,63500,E01028527,Oxfordshire
OX4 3LG,Yes,51.72934,25,-1.219242,OX4,OX,56600,E01028554,Oxfordshire
OX4 3RZ,Yes,51.729994,106,-1.222837,OX4,OX,63500,E01028578,Oxfordshire
OX4 4AS,Yes,51.734842,92,-1.234135,OX4,OX,63500,E01028575,Oxfordshire
OX4 4DQ,Yes,51.714532,,-1.219826,OX4,OX,56600,E01028553,Oxfordshire
OX4 4FE,Yes,51.723512,19,-1.234037,OX4,OX,56600,E01028577,Oxfordshire
OX4 4FW,Yes,51.719949,55,-1.226686,OX4,OX,56600,E01028552,Oxfordshire
OX4 4GX,Yes,51.712672,,-1.231702,OX4,OX,54300,E01028657,Oxfordshire
OX4 4QR,Yes,51.725748,76,-1.224024,OX4,OX,56600,E01028576,Oxfordshire
OX4 6AA,Yes,51.722543,16,-1.204506,OX4,OX,49000,E01028519,Oxfordshire
OX4 6AG,Yes,51.724589,45,-1.198636,OX4,OX,49000,E01028518,Oxfordshire
OX4 6DA,Yes,51.720247,30,-1.202751,OX4,OX,50100,E01028568,Oxfordshire
OX4 6DB,Yes,51.71968,9,-1.203934,OX4,OX,49000,E01028567,Oxfordshire
OX4 6HN,Yes,51.720855,,-1.199541,OX4,OX,50100,E01028520,Oxfordshire
OX4 6NB,Yes,51.724276,57,-1.190968,OX4,OX,49000,E01028517,Oxfordshire
OX4 7BX,Yes,51.71594,17,-1.192173,OX4,OX,50100,E01028569,Oxfordshire
OX4 7FL,Yes,51.714831,8,-1.197013,OX4,OX,50100,E01028570,Oxfordshire
OX44 7AY,Yes,51.66536,,-1.078668,OX44,OX,61200,E01028609,Oxfordshire
OX44 7XH,Yes,51.699161,7,-1.144297,OX44,OX,62600,E01028640,Oxfordshire
OX44 9AD,Yes,51.719524,31,-1.167124,OX44,OX,54300,E01028641,Oxfordshire
OX49 5AA,Yes,51.613163,2,-0.999468,OX49,OX,53900,E01028678,Oxfordshire
OX49 5AG,Yes,51.646801,10,-1.009545,OX49,OX,53900,E01028680,Oxfordshire
OX5 1AB,Yes,51.820752,13,-1.288407,OX5,OX,59600,E01028492,Oxfordshire
OX5 1AD,Yes,51.822912,68,-1.293205,OX5,OX,57400,E01028487,Oxfordshire
OX5 1AH,Yes,51.825298,69,-1.294079,OX5,OX,60800,E01028488,Oxfordshire
OX5 1AL,Yes,51.829149,87,-1.298796,OX5,OX,57400,E01028490,Oxfordshire
OX5 1AU,Yes,51.819366,17,-1.289546,OX5,OX,57400,E01028494,Oxfordshire
OX5 1BX,Yes,51.81553,72,-1.286165,OX5,OX,59600,E01028495,Oxfordshire
OX5 1DA,Yes,51.808863,44,-1.279021,OX5,OX,59600,E01028496,Oxfordshire
OX5 1FS,Yes,51.804666,,-1.304832,OX5,OX,60800,E01028512,Oxfordshire
OX5 2AH,Yes,51.826512,49,-1.284791,OX5,OX,57400,E01028489,Oxfordshire
OX5 2EF,Yes,51.823913,128,-1.279228,OX5,OX,59600,E01028493,Oxfordshire
OX7 3AA,Yes,51.866984,11,-1.478936,OX7,OX,54700,E01028777,Oxfordshire
OX7 3BG,Yes,51.895521,10,-1.525633,OX7,OX,52900,E01028776,Oxfordshire
OX7 3EF,Yes,51.866737,,-1.476207,OX7,OX,54700,E01028778,Oxfordshire
OX7 4AA,Yes,51.91697,4,-1.446617,OX7,OX,58100,E01028797,Oxfordshire
OX7 4AB,Yes,51.948375,13,-1.435159,OX7,OX,58100,E01028795,Oxfordshire
OX7 4WA,Yes,51.940154,,-1.553747,OX7,OX,47300,E01028782,Oxfordshire
OX7 5AA,Yes,51.940366,6,-1.545744,OX7,OX,47300,E01028783,Oxfordshire
OX7 5AD,Yes,51.941971,29,-1.544637,OX7,OX,47300,E01028780,Oxfordshire
OX7 5DP,Yes,51.933697,43,-1.548604,OX7,OX,47300,E01028781,Oxfordshire
OX7 6EE,Yes,51.862265,12,-1.611907,OX7,OX,52900,E01028798,Oxfordshire
OX9 2AA,Yes,51.74906,27,-0.982004,OX9,OX,54100,E01028671,Oxfordshire
OX9 2AB,Yes,51.748215,3,-0.983066,OX9,OX,54100,E01028672,Oxfordshire
OX9 3AB,Yes,51.751729,6,-0.981285,OX9,OX,56500,E01028669,Oxfordshire
OX9 3AG,Yes,51.739776,,-0.972618,OX9,OX,54100,E01028673,Oxfordshire
OX9 3AP,Yes,51.748962,19,-0.969766,OX9,OX,56500,E01028668,Oxfordshire
OX9 3AQ,Yes,51.746795,13,-0.962544,OX9,OX,56500,E01028667,Oxfordshire
OX9 3BU,Yes,51.74307,,-0.969407,OX9,OX,54100,E01028670,Oxfordshire
RG1 1AF,Yes,51.457494,,-0.969301,RG1,RG,64800,E01033415,Berkshire
RG1 1DD,Yes,51.431561,,-0.971252,RG1,RG,52100,E01016442,Berkshire
RG1 2AG,Yes,51.452869,,-0.971017,RG1,RG,64800,E01033420,Berkshire
RG1 2AR,Yes,51.451026,4,-0.967965,RG1,RG,64800,E01016378,Berkshire
RG1 2BG,Yes,51.447003,17,-0.971624,RG1,RG,66300,E01016374,Berkshire
RG1 2BL,Yes,51.448072,,-0.96732,RG1,RG,66300,E01016379,Berkshire
RG1 2RA,Yes,51.446474,16,-0.966657,RG1,RG,66300,E01016375,Berkshire
RG1 3AQ,Yes,51.452981,,-0.948117,RG1,RG,57200,E01016406,Berkshire
RG1 3DG,Yes,51.456199,40,-0.95904,RG1,RG,64800,E01033418,Berkshire
RG1 3DR,Yes,51.454817,23,-0.959431,RG1,RG,57200,E01033421,Berkshire
RG1 3EA,Yes,51.456933,17,-0.951668,RG1,RG,57200,E01016404,Berkshire
RG1 3LT,Yes,51.457557,5,-0.946927,RG1,RG,72900,E01016613,Berkshire
RG1 3LY,Yes,51.456348,78,-0.948423,RG1,RG,57200,E01016405,Berkshire
RG1 4AY,Yes,51.453927,89,-0.961394,RG1,RG,57200,E01033417,Berkshire
RG1 4DJ,Yes,51.453055,10,-0.958342,RG1,RG,66300,E01016414,Berkshire
RG1 4FE,Yes,51.452978,,-0.952809,RG1,RG,60500,E01016416,Berkshire
RG1 5AY,Yes,51.452764,2,-0.948986,RG1,RG,60500,E01016417,Berkshire
RG1 5AZ,Yes,51.448593,25,-0.943968,RG1,RG,60500,E01016401,Berkshire
RG1 5BF,Yes,51.44595,,-0.955108,RG1,RG,66300,E01016413,Berkshire
RG1 5DP,Yes,51.445059,11,-0.963264,RG1,RG,66300,E01016376,Berkshire
RG1 5JA,Yes,51.445324,891,-0.950581,RG1,RG,48200,E01016370,Berkshire
RG1 5JJ,Yes,51.445874,75,-0.945791,RG1,RG,60500,E01016418,Berkshire
RG1 6AD,Yes,51.450642,49,-0.978522,RG1,RG,64800,E01016391,Berkshire
RG1 6AE,Yes,51.450666,98,-0.980248,RG1,RG,58800,E01016390,Berkshire
RG1 6DA,Yes,51.442413,68,-0.985655,RG1,RG,58800,E01016388,Berkshire
RG1 6DH,Yes,51.445039,14,-0.985669,RG1,RG,58800,E01016393,Berkshire
RG1 6DP,Yes,51.442392,115,-0.995641,RG1,RG,58800,E01016389,Berkshire
RG1 6FE,Yes,51.45019,,-0.990736,RG1,RG,58800,E01016392,Berkshire
RG1 7AB,Yes,51.455876,37,-0.977585,RG1,RG,64800,E01033423,Berkshire
RG1 7AF,Yes,51.453617,13,-0.983507,RG1,RG,64800,E01016353,Berkshire
RG1 7AN,Yes,51.455555,168,-0.979996,RG1,RG,64800,E01033422,Berkshire
RG1 7LZ,Yes,51.452802,,-0.988059,RG1,RG,64000,E01016358,Berkshire
RG1 7SH,Yes,51.452328,9,-0.990473,RG1,RG,59100,E01016357,Berkshire
RG1 8AA,Yes,51.460102,,-0.976512,RG1,RG,64000,E01016355,Berkshire
RG1 8FN,Yes,51.461861,,-0.989629,RG1,RG,64000,E01016359,Berkshire
RG10 0AA,Yes,51.475505,30,-0.8605,RG10,RG,69900,E01016692,Berkshire
RG10 0AF,Yes,51.470681,4,-0.851708,RG10,RG,69900,E01016693,Berkshire
RG10 0BJ,Yes,51.476877,2,-0.852556,RG10,RG,66700,E01016678,Berkshire
RG10 0BN,Yes,51.469743,19,-0.848694,RG10,RG,73000,E01016656,Berkshire
RG10 0BP,Yes,51.459782,36,-0.849765,RG10,RG,75400,E01016657,Berkshire
RG10 0GH,Yes,51.470529,,-0.822816,RG10,RG,64600,E01016581,Berkshire
RG10 0QH,Yes,51.468557,14,-0.775757,RG10,RG,75800,E01016186,Berkshire
RG10 0QQ,Yes,51.469557,5,-0.777617,RG10,RG,64600,E01016578,Berkshire
RG10 0UA,Yes,51.466808,31,-0.88628,RG10,RG,69900,E01016619,Berkshire
RG10 8AA,Yes,51.500352,67,-0.866306,RG10,RG,66700,E01016676,Berkshire
RG10 8AB,Yes,51.50081,43,-0.862462,RG10,RG,66700,E01016677,Berkshire
RG10 8BU,Yes,51.501732,64,-0.869278,RG10,RG,66700,E01016675,Berkshire
RG10 8ER,Yes,51.519713,,-0.832296,RG10,RG,64600,E01016579,Berkshire
RG10 9AB,Yes,51.477298,19,-0.867295,RG10,RG,69900,E01016694,Berkshire
RG10 9AH,Yes,51.484319,9,-0.862527,RG10,RG,69900,E01016695,Berkshire
RG10 9DJ,Yes,51.478291,131,-0.884651,RG10,RG,69900,E01016620,Berkshire
RG12 0AB,Yes,51.401181,,-0.745369,RG12,RG,55900,E01016225,Berkshire
RG12 0GA,Yes,51.393193,117,-0.73011,RG12,RG,66800,E01016201,Berkshire
RG12 0GD,Yes,51.392717,16,-0.732682,RG12,RG,66800,E01016200,Berkshire
RG12 0GR,Yes,51.393767,45,-0.735858,RG12,RG,66800,E01016203,Berkshire
RG12 0QJ,Yes,51.39448,6,-0.742723,RG12,RG,57300,E01016232,Berkshire
RG12 0SH,Yes,51.398232,,-0.744705,RG12,RG,57300,E01016205,Berkshire
RG12 0TA,Yes,51.40103,210,-0.73642,RG12,RG,66800,E01016204,Berkshire
RG12 0TX,Yes,51.399098,149,-0.730737,RG12,RG,66800,E01016202,Berkshire
RG12 1AA,Yes,51.416385,4,-0.747026,RG12,RG,55900,E01016249,Berkshire
RG12 1BF,Yes,51.413869,,-0.778628,RG12,RG,75800,E01016185,Berkshire
RG12 1BX,Yes,51.416645,,-0.762133,RG12,RG,52100,E01016242,Berkshire
RG12 1EB,Yes,51.416614,,-0.755864,RG12,RG,52100,E01016240,Berkshire
RG12 1JE,Yes,51.414715,,-0.783854,RG12,RG,75800,E01016184,Berkshire
RG12 2AA,Yes,51.415552,,-0.739727,RG12,RG,56800,E01032724,Berkshire
RG12 2AD,Yes,51.412407,,-0.729937,RG12,RG,56800,E01016226,Berkshire
RG12 2BH,Yes,51.425546,3,-0.766294,RG12,RG,75800,E01016188,Berkshire
RG12 2BW,Yes,51.417652,,-0.743583,RG12,RG,73400,E01016190,Berkshire
RG12 2BZ,Yes,51.422828,24,-0.737329,RG12,RG,73400,E01016245,Berkshire
RG12 2GH,Yes,51.421122,,-0.749282,RG12,RG,73400,E01016238,Berkshire
RG12 2NP,Yes,51.415981,7,-0.734469,RG12,RG,56800,E01032728,Berkshire
RG12 2PX,Yes,51.418865,76,-0.730966,RG12,RG,56800,E01016191,Berkshire
RG12 7AL,Yes,51.393113,35,-0.751989,RG12,RG,57300,E01016218,Berkshire
RG12 7AQ,Yes,51.38988,1,-0.743033,RG12,RG,57300,E01016217,Berkshire
